,id_rot_mem_fbk,id_rot_mem_fbk_rotacao,id_rot_mem_fbk_feedback,id_rot_mem_fbk_membro,cargo_rot_mem_fbk
38,98707a2c-519b-4426-aa84-be188720da51,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,44,Líder
39,07be8938-9b5a-4307-8bd6-15178feb4965,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,119,Membro
40,34a49544-cfd9-4e18-860a-e2c18915bbe9,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,107,Membro
41,1c7e1bec-64d6-42ac-9345-1fcb59014cbf,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,96,Membro
42,58620bd7-6d89-4b69-ab93-395a68bede9a,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,109,Membro
43,190f5bf2-7154-4794-90ad-0ea5b0854681,2cf8cc8f-02fb-477a-85cf-8d9a63941c2a,,104,Membro
44,ded87b3e-1584-40ef-a7c3-0de439c54846,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,98,Diretor
45,3b0676ab-66e8-42fa-b576-18c1a555a398,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,76,Líder
46,75ab051b-9637-4735-a638-9a5b3f83a605,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,139,Membro
47,0086106e-965e-4cac-9cff-030590ddfe44,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,131,Membro
48,5269015b-5d71-4eff-af75-e87335319b75,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,133,Membro
49,e791a97d-af84-456d-89e1-57aaa30deac1,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,145,Membro
50,3be7b8a5-2244-4345-a150-494a707747d3,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,138,Membro
51,3e693f32-cebd-4fc8-9cba-e611e0673109,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,140,Membro
52,542f34c2-8392-4ac6-aa07-61f8739f1951,3ef1fe26-a52e-4f4b-974f-c9f82daf5c7a,,137,Membro
53,c8bf638b-072c-4427-ad9a-16d1a6fe9b2a,3266548b-5ae7-43f9-89a4-32757c2b8107,,1,Diretor
54,57b5135a-aeeb-4021-8da9-47b0a8294f6a,3266548b-5ae7-43f9-89a4-32757c2b8107,,0,Diretor
55,e9c012c3-661c-4e08-b13c-5a97ca622142,3266548b-5ae7-43f9-89a4-32757c2b8107,,48,Diretor
56,b4f9d167-bba2-4e31-a0d8-ff6cf312c05a,3266548b-5ae7-43f9-89a4-32757c2b8107,,98,Líder
57,af34fa7f-99dd-48ee-a1f1-e94272cbdf10,3266548b-5ae7-43f9-89a4-32757c2b8107,,101,Membro
58,ad6e030c-9ba5-4f5a-821d-b55d71264183,3266548b-5ae7-43f9-89a4-32757c2b8107,,3,Membro
59,0a61f4c4-fa2b-42a6-a736-46c7c8d8cefb,3266548b-5ae7-43f9-89a4-32757c2b8107,,73,Membro
60,4f7e58db-4bb3-426c-bb23-2002ed5c479b,3266548b-5ae7-43f9-89a4-32757c2b8107,,27,Membro
61,bb1cc0fe-f47d-433a-a170-e6890e7ba032,3266548b-5ae7-43f9-89a4-32757c2b8107,,92,Membro
62,b87542d4-2937-4fe2-b55b-2779407c999d,3266548b-5ae7-43f9-89a4-32757c2b8107,,89,Membro
63,8b8e0e34-da8d-4133-b0dc-2c4278e02849,3266548b-5ae7-43f9-89a4-32757c2b8107,,97,Membro
64,93b4b7ea-ca52-4cf0-b49b-1a65959662a3,405293a9-643d-4533-8baa-9b7fd51c3709,,9,Diretor
65,d4ccca51-802d-42b6-a324-8f471c13f993,405293a9-643d-4533-8baa-9b7fd51c3709,,5,Líder
66,4c1aefa1-e4c7-4347-bb15-b8aec4a78c0a,405293a9-643d-4533-8baa-9b7fd51c3709,,39,Membro
67,55e44ea1-5c45-49b9-a605-9f7ca3880fe6,405293a9-643d-4533-8baa-9b7fd51c3709,,43,Membro
68,a4415e9c-fe41-4ee5-98df-8e4a1ad80d8b,405293a9-643d-4533-8baa-9b7fd51c3709,,116,Membro
69,244f856b-77cb-42d0-bf97-c6518a73be30,405293a9-643d-4533-8baa-9b7fd51c3709,,110,Membro
70,b6ee00c2-4dc3-47f6-a206-bf450f288ed7,86ebaff2-6a8c-44a3-817d-0b9294c983af,,118,Diretor
71,f55747bb-b8c9-4ff8-80cb-5a4c0c3aa97a,86ebaff2-6a8c-44a3-817d-0b9294c983af,,79,Líder
72,3332302c-4262-465b-a69c-9da324ce3199,86ebaff2-6a8c-44a3-817d-0b9294c983af,,101,Membro
73,a3aa226f-ba9f-4c84-a795-e806059972a8,86ebaff2-6a8c-44a3-817d-0b9294c983af,,126,Membro
74,85195059-77f3-4533-9335-94cd9e5ab2fb,86ebaff2-6a8c-44a3-817d-0b9294c983af,,131,Membro
75,d5c57db5-5a66-4d5d-8830-9888d752bed0,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,31,Diretor
76,06761b78-eeef-4862-a5aa-54fcca84ab62,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,8,Líder
77,73f3ea28-48f4-4cea-8440-cd69cce5a1c4,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,118,Membro
78,79bd61cc-1cca-465a-bae5-3fe4780a2faa,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,58,Membro
79,2c46c995-f27f-484e-8ea5-aa7e0bb023ba,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,113,Membro
80,414c8662-ebf2-4cbd-9a9c-39437379595c,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,34,Membro
81,14da4786-8bb8-4b02-a0af-abe9aca4f30f,5ddeefa5-21cd-4271-9def-dc7ecddb6158,,76,Membro
82,255c5efc-d38b-41f9-b351-bb2eaf01552f,ebbe827b-c0ae-48fe-8d78-3fd79da26238,,49,Diretor
83,04959bfc-6020-48d3-9671-462c80e02388,a96c3445-387c-4dd7-9362-f7afccc0c5ed,,49,Diretor
84,776db5e7-c855-4729-b16a-13e6216cbebe,a96c3445-387c-4dd7-9362-f7afccc0c5ed,,11,Membro
85,eb56e6de-c46c-4f56-a38c-125ffc4badc3,a96c3445-387c-4dd7-9362-f7afccc0c5ed,,31,Membro
86,3d6ac771-7c4f-48ec-be78-68e5f76fe74e,48942d61-3799-44a6-9e32-df2337c3e516,,35,Diretor
87,2916248e-251f-49b1-9c31-2a2326ea8229,48942d61-3799-44a6-9e32-df2337c3e516,,103,Líder
88,eb03fe09-3d2a-4497-9a49-0290886b06ee,48942d61-3799-44a6-9e32-df2337c3e516,,88,Membro
89,b6d5cd95-2cd5-4457-b9a8-0759c0fe60d1,48942d61-3799-44a6-9e32-df2337c3e516,,67,Membro
90,6c6884e0-b7f4-4237-bb25-5bd88a887a9f,48942d61-3799-44a6-9e32-df2337c3e516,,71,Membro
91,533aa17b-0eaf-4334-a856-1eda6d4fc373,48942d61-3799-44a6-9e32-df2337c3e516,,82,Membro
92,6ff18346-02eb-4ad1-905c-a1b19d9a70f4,48942d61-3799-44a6-9e32-df2337c3e516,,78,Membro
93,852ea7a8-a089-4e01-b7f6-9486b63433a7,48942d61-3799-44a6-9e32-df2337c3e516,,85,Membro
94,8b68e088-029d-4899-b21c-86eae700df43,c30b5770-3c3f-44ae-9eaa-625f68104273,,35,Diretor
95,08582ee7-a592-4190-a6a5-4604799414b0,c30b5770-3c3f-44ae-9eaa-625f68104273,,12,Líder
96,40e8f9f0-6eeb-462f-8e12-7e716213cd0b,c30b5770-3c3f-44ae-9eaa-625f68104273,,111,Membro
97,6d5f32df-0b66-4de3-8727-a27962a8f390,c30b5770-3c3f-44ae-9eaa-625f68104273,,89,Membro
98,33b18f08-4145-44c4-88af-0a8376454e42,c30b5770-3c3f-44ae-9eaa-625f68104273,,92,Membro
99,a1523ae3-36af-482e-ab1b-4051743548b0,c30b5770-3c3f-44ae-9eaa-625f68104273,,105,Membro
100,d9f2788d-f1e4-414a-a7e1-5619539ddda0,c30b5770-3c3f-44ae-9eaa-625f68104273,,91,Membro
101,d011f2ed-ab8e-47c9-a749-42a5518a7c28,c30b5770-3c3f-44ae-9eaa-625f68104273,,97,Membro
102,bf3629e2-eff0-486c-8918-f452e2bf4c8c,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,2,Diretor
103,deffb04e-c701-4b48-b1d4-ae2a66d56cde,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,15,Líder
104,eb5ac088-11b8-4352-a914-c467b3facbef,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,87,Membro
105,92918b31-ca04-4a7d-8984-d11cf227b7d8,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,98,Membro
106,e1315dd9-06c3-4f0e-94f0-7ba579d3fa0a,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,106,Membro
107,905416ff-ef06-427a-9872-fdaa598bd7b8,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,7,Membro
108,b609078c-cc0e-4257-8ee6-4d5703816674,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,108,Membro
109,5785a908-73a9-4903-978e-e72507cf5916,1196745f-e3ff-4d7d-b90c-e57aeed6c026,,117,Membro
110,0b81dbb8-9cb9-4bbb-8452-84af1abdbe7e,41f1714a-b469-4ae6-8125-f2535e69f6ed,,2,Diretor
111,b8f9b693-72ab-4151-9422-edcfedf103e5,41f1714a-b469-4ae6-8125-f2535e69f6ed,,15,Líder
112,16a70fe4-4f43-49c0-944c-b1f8285bc702,41f1714a-b469-4ae6-8125-f2535e69f6ed,,112,Membro
113,5f7f27a7-7a5c-4c2d-81ff-65e1d1e43184,41f1714a-b469-4ae6-8125-f2535e69f6ed,,75,Membro
114,cc0dfd5d-48cc-4f86-8733-db52919a8dfe,41f1714a-b469-4ae6-8125-f2535e69f6ed,,74,Membro
115,78dfbe68-2835-4be4-b6f3-005c49d9b34e,41f1714a-b469-4ae6-8125-f2535e69f6ed,,70,Membro
116,c23191a9-56ec-4176-b42e-6d0630e1d273,41f1714a-b469-4ae6-8125-f2535e69f6ed,,79,Membro
117,30ff9f61-1025-4ba9-a97f-fa9b38f77246,4aca56f6-c7ea-440c-a408-bc593648847c,,2,Diretor
118,6de8a951-1b2c-48db-8782-a1465f119ddd,4aca56f6-c7ea-440c-a408-bc593648847c,,99,Líder
119,da77809c-ad5b-4261-a66e-3dc297468fea,4aca56f6-c7ea-440c-a408-bc593648847c,,112,Membro
120,86786a10-4474-4a1a-9068-db5a7d63c4c9,4aca56f6-c7ea-440c-a408-bc593648847c,,79,Membro
121,8c466025-b2db-45a1-9248-40c3b845d3fb,4aca56f6-c7ea-440c-a408-bc593648847c,,74,Membro
122,ab41e962-2fe5-4637-8077-ea63c1249c0d,4aca56f6-c7ea-440c-a408-bc593648847c,,1,Membro
123,41727b71-4f04-4662-997c-29e37b1117ea,4aca56f6-c7ea-440c-a408-bc593648847c,,93,Membro
124,11655520-d61a-4959-9723-63a62de7113c,4aca56f6-c7ea-440c-a408-bc593648847c,,63,Membro
125,7d70ce30-ce0d-4bf2-a6f9-b4f59530cbf9,389e8848-24c4-470d-add2-475fc5592482,,2,Diretor
126,e62d3c7a-a002-4943-bfa0-f9cec2e92ca4,389e8848-24c4-470d-add2-475fc5592482,,112,Líder
127,dd08573d-d3bf-4df4-8b07-d639669b17f3,389e8848-24c4-470d-add2-475fc5592482,,52,Membro
128,e392c605-c8d0-4e74-9ec9-e3542fe97954,389e8848-24c4-470d-add2-475fc5592482,,79,Membro
129,24bd666c-90be-43d1-8693-c92448c43387,389e8848-24c4-470d-add2-475fc5592482,,74,Membro
130,5c9d8078-0715-4bd5-bd94-45573e850bf0,389e8848-24c4-470d-add2-475fc5592482,,126,Membro
131,f5e41e0f-c5f9-4441-a0db-4059012e4fc2,389e8848-24c4-470d-add2-475fc5592482,,63,Membro
132,d76d9922-d931-412a-a756-09b40629b8ef,906d6d30-23a7-4cf3-bad1-be6623011e49,,1,Diretor
133,059e2225-b747-4816-b9c7-5d2aebaf30ad,906d6d30-23a7-4cf3-bad1-be6623011e49,,38,Líder
134,4c20c7a4-1511-40ef-a7ae-7b5a9cf9b3a7,906d6d30-23a7-4cf3-bad1-be6623011e49,,85,Membro
135,c8d280c3-c93e-4a6c-ace0-adad46695a31,906d6d30-23a7-4cf3-bad1-be6623011e49,,71,Membro
136,e361b7cf-6db6-45f1-a524-a9c763a141fb,906d6d30-23a7-4cf3-bad1-be6623011e49,,82,Membro
137,54998899-0f9e-44ab-9137-18d5e1cd1dfb,906d6d30-23a7-4cf3-bad1-be6623011e49,,66,Membro
138,ee0a2a0c-9a73-4228-96b8-2da6b11e5a3a,906d6d30-23a7-4cf3-bad1-be6623011e49,,77,Membro
139,ecc87549-68d1-4e39-88dd-974d6c7850f1,906d6d30-23a7-4cf3-bad1-be6623011e49,,70,Membro
140,d23a83b1-c586-41a2-9a98-f849a8513733,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,38,Diretor
141,c8300a8c-4f73-4a29-93c8-43f9d530079d,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,71,Líder
142,808efd4f-6cd1-4b33-a622-de2af8ceadb2,07295406-44a9-4d22-9128-46b3917b3ba9,,8,Diretor
143,317ab85f-b3e9-4123-baae-180a44c7e3d6,07295406-44a9-4d22-9128-46b3917b3ba9,,95,Líder
144,9fb6041e-90bd-465f-afae-8508666a02fc,07295406-44a9-4d22-9128-46b3917b3ba9,,52,Membro
145,5bf836db-2de7-490d-8b8f-7a0c5dfd28ad,07295406-44a9-4d22-9128-46b3917b3ba9,,53,Membro
146,f5ea7446-8e41-4303-a855-9e49a08bd97f,07295406-44a9-4d22-9128-46b3917b3ba9,,89,Membro
147,aa357086-632e-4c68-97a4-52c73b59b129,07295406-44a9-4d22-9128-46b3917b3ba9,,69,Membro
148,ab3c2801-6e16-4435-85e0-fb22d0574bf6,07295406-44a9-4d22-9128-46b3917b3ba9,,62,Membro
149,e7119e13-0c86-40c4-9e58-b711fbbcdbcc,94960863-3b4a-4850-ad8a-8cd477531940,,8,Diretor
150,f2952829-1bb6-454c-841d-9a92d1ab3e0d,94960863-3b4a-4850-ad8a-8cd477531940,,7,Líder
151,f5ee6c51-a8cb-4a1d-8396-f4e46315dad0,94960863-3b4a-4850-ad8a-8cd477531940,,72,Membro
152,5ad9f40b-2216-42a3-a617-e81828aef9be,94960863-3b4a-4850-ad8a-8cd477531940,,106,Membro
153,e2c7d14f-c2ef-4ecf-8e2e-9f4f41f3a91b,94960863-3b4a-4850-ad8a-8cd477531940,,81,Membro
154,d82d7d91-4079-418d-88f8-c4324e35f309,94960863-3b4a-4850-ad8a-8cd477531940,,44,Membro
155,7dfa8b18-3058-412c-9984-5d425e1c2382,94960863-3b4a-4850-ad8a-8cd477531940,,83,Membro
156,7f5c5250-452f-49e0-bcd7-618264035c31,94960863-3b4a-4850-ad8a-8cd477531940,,86,Membro
157,18c62724-5883-40ed-83ae-69fc8f16bf5e,3453d9ef-a333-4a0d-a487-75ddcba7f2de,,8,Diretor
158,bd3003b8-1966-46c0-9db0-d5d1ae1a7bf1,3453d9ef-a333-4a0d-a487-75ddcba7f2de,,6,Líder
159,01472f3c-bc9e-48c2-be08-3eff8b9fa01e,3453d9ef-a333-4a0d-a487-75ddcba7f2de,,16,Membro
160,c5691685-27a6-4e07-995c-dc4d5a722ef5,81b2cece-bcdd-471f-8f76-110af229aa25,,0,Diretor
161,487339c9-4283-42c0-ac4d-4c75fdaa0708,81b2cece-bcdd-471f-8f76-110af229aa25,,1,Líder
162,503b95b7-c0f3-44ad-9d61-55cbda240a7b,81b2cece-bcdd-471f-8f76-110af229aa25,,38,Membro
163,19f413d0-9c00-483d-b424-fd266fc5fe31,81b2cece-bcdd-471f-8f76-110af229aa25,,5,Membro
164,9d361cd0-b69f-4b85-af5c-e240748a7049,81b2cece-bcdd-471f-8f76-110af229aa25,,8,Membro
165,ef102027-9f20-4cd7-930c-f55798c7b6f6,81b2cece-bcdd-471f-8f76-110af229aa25,,126,Membro
166,540da669-5503-468c-981a-3aa5c15f3a60,81b2cece-bcdd-471f-8f76-110af229aa25,,127,Membro
167,c641e861-c687-404d-9fcc-ff5d70ad5508,e2d4820b-4e62-4ac9-ac93-735fb4f2ecda,,4,Diretor
168,aa0a6a33-8370-403b-b0a4-ef2d2379cc1c,e2d4820b-4e62-4ac9-ac93-735fb4f2ecda,,19,Líder
169,6b71a04b-930e-483c-926b-658b6b94a8c9,e2d4820b-4e62-4ac9-ac93-735fb4f2ecda,,95,Membro
170,7ec912a4-09f3-4eb7-9d33-4cb3a8c92267,e2d4820b-4e62-4ac9-ac93-735fb4f2ecda,,99,Membro
171,9848f5ca-239a-455c-8568-ba0ee21877c4,e2d4820b-4e62-4ac9-ac93-735fb4f2ecda,,102,Membro
172,24c265e3-17a1-417a-87c0-82bbe5df438b,39ec65fe-bd05-4946-8839-e642bc9904c8,,4,Diretor
173,be8cf167-f482-4092-8da7-358c57fc1bec,39ec65fe-bd05-4946-8839-e642bc9904c8,,117,Líder
174,654af1a3-9f03-47fd-9205-25d19062ab71,39ec65fe-bd05-4946-8839-e642bc9904c8,,84,Membro
175,41bf9ddc-98ca-4c6d-8ee8-fb68137df54a,39ec65fe-bd05-4946-8839-e642bc9904c8,,76,Membro
176,e9cb31c7-e8e9-44c9-bbbb-1aa46a6d5a09,39ec65fe-bd05-4946-8839-e642bc9904c8,,108,Membro
177,08a0e766-ba0f-46bb-b683-3e9bbac08fe5,39ec65fe-bd05-4946-8839-e642bc9904c8,,34,Membro
178,fb3cc9a2-c9eb-4bf3-bea9-e5a3c3e19f89,39ec65fe-bd05-4946-8839-e642bc9904c8,,100,Membro
179,d1fa47a0-6b19-4248-a84b-a7e118d83407,39ec65fe-bd05-4946-8839-e642bc9904c8,,68,Membro
180,dc86bbc5-7eca-4ab4-ba8b-f2f378f91683,2075625a-2e58-45ca-9a42-0dc312c265af,,4,Diretor
181,b5904c4a-832c-4537-83f9-089a5c0cd220,2075625a-2e58-45ca-9a42-0dc312c265af,,105,Líder
182,9b5dc135-f448-4c83-bdcc-b350db779585,2075625a-2e58-45ca-9a42-0dc312c265af,,101,Membro
183,b297c419-3e36-405c-bd95-c1b5e3a02468,2075625a-2e58-45ca-9a42-0dc312c265af,,54,Membro
184,18edc44c-8cb5-4b18-babe-e4d1c03d0c0e,2075625a-2e58-45ca-9a42-0dc312c265af,,108,Membro
185,78699955-2259-4e9d-afaa-63bfea462cf3,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,6,Diretor
186,44fdafeb-3840-46f0-bfc1-fe2eae51ef70,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,19,Líder
187,f65378f1-9941-42c9-83e7-5b83b29c7d21,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,5,Membro
188,09f46f90-9dc2-41e8-bfbf-df8f603a3b23,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,93,Membro
189,b3993ba5-6fc5-416e-86ab-0fc0dc6edfb6,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,95,Membro
190,78def122-5f85-4cce-b3cd-376dfd95de61,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,105,Membro
191,d6e8eda2-1096-4c32-b503-ab2f852660fd,033fd6fe-3ec4-46c6-9ff7-df9cc1db4959,,3,Membro
192,bb986cf4-da2f-4432-8ee7-c950db174a14,f8258ccb-826c-4514-b219-8643700e21a0,,6,Diretor
193,d7b14077-305f-4314-8d5a-87aaf96e7993,f8258ccb-826c-4514-b219-8643700e21a0,,102,Líder
194,0c3a7a2d-0028-4774-88a2-46e49638b401,f8258ccb-826c-4514-b219-8643700e21a0,,56,Membro
195,a04f17b5-fbde-4978-a419-fab7842a3a56,f8258ccb-826c-4514-b219-8643700e21a0,,38,Membro
196,01ddc526-cd76-42aa-b1a3-cec952b21802,f8258ccb-826c-4514-b219-8643700e21a0,,125,Membro
197,8a1f2b46-dbe4-4c66-b742-6a508ebed672,f8258ccb-826c-4514-b219-8643700e21a0,,65,Membro
198,61969a96-5923-48ba-a708-a480f1db3e0e,ce79d958-7069-4517-a615-86e9ac640fd6,,6,Diretor
199,f44f08f6-b992-40fe-a622-9d1bd73978d2,ce79d958-7069-4517-a615-86e9ac640fd6,,125,Líder
200,54db2e2b-0614-4249-8e77-678ec9c3bbc2,ce79d958-7069-4517-a615-86e9ac640fd6,,134,Membro
201,18e18072-4534-4730-b3e3-230771bf38b2,ce79d958-7069-4517-a615-86e9ac640fd6,,56,Membro
202,529e3ebc-0900-4e16-80c3-5dd562740670,ce79d958-7069-4517-a615-86e9ac640fd6,,128,Membro
203,de341b67-62bf-4286-b407-28717164e9b3,ce79d958-7069-4517-a615-86e9ac640fd6,,58,Membro
204,d5e08fff-1322-42d2-9b25-6f18ca92163f,ce79d958-7069-4517-a615-86e9ac640fd6,,130,Membro
205,3bdfaf93-6549-4a83-98fe-60a6f1c64eb3,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,8,Diretor
206,a2e558f2-6f14-4923-b4d7-dda47180c123,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,53,Líder
207,f9c1ece6-5768-453d-b99c-9a4849775db6,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,135,Membro
208,e80a2567-ef74-432b-a766-4beb00f7d530,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,109,Membro
209,25d3b86d-20e1-4643-bc18-8bd3efda5994,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,141,Membro
210,6b5e825f-596d-4fd9-bc0f-625db8d0587d,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,142,Membro
211,ef37fe5f-f6bf-4186-ada3-7c64dd1aa871,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,72,Membro
212,1de562a0-fe09-4f8d-9cad-a9cf94b7730e,b9aa0e10-6860-4c30-9cbf-97aad40547d2,,143,Membro
213,eb9f7b50-6e80-4ebb-b43c-2317a8881db5,3811408e-1c41-4f11-8e89-b237f46ffd9c,,9,Diretor
214,615d6ec7-96f4-4726-b0ff-787d2e2dfd9e,3811408e-1c41-4f11-8e89-b237f46ffd9c,,121,Líder
215,f1429f00-9ba6-4a1f-aa51-e8e7b11fa241,3811408e-1c41-4f11-8e89-b237f46ffd9c,,106,Membro
216,39d21e05-6182-4a0a-b172-6f2c6adb4f85,3811408e-1c41-4f11-8e89-b237f46ffd9c,,96,Membro
217,8a867995-4abe-4494-8989-460f8537a068,3811408e-1c41-4f11-8e89-b237f46ffd9c,,144,Membro
218,c8d0e566-7196-49fe-8759-5043e3f2090e,3811408e-1c41-4f11-8e89-b237f46ffd9c,,16,Membro
219,b3ae71be-6268-4015-9e78-96c7817f5ca2,3811408e-1c41-4f11-8e89-b237f46ffd9c,,146,Membro
